skewed_numeric__NumDealsPurchases,skewed_numeric__Complain,skewed_numeric__total_spending,skewed_numeric__fruit_share,skewed_numeric__fish_share,skewed_numeric__sweet_share,skewed_numeric__gold_share,skewed_numeric__catalog_share,normal_numeric__Income,normal_numeric__Recency,normal_numeric__NumWebVisitsMonth,normal_numeric__age,normal_numeric__total_children,normal_numeric__total_purchases,normal_numeric__meat_share,normal_numeric__deals_share,normal_numeric__web_share,normal_numeric__store_share,normal_numeric__Customer_Days,ordinal_cat__Education,nominal_cat__Marital_Status_Divorced,nominal_cat__Marital_Status_Married,nominal_cat__Marital_Status_Single,nominal_cat__Marital_Status_Together,nominal_cat__Marital_Status_Widow
0.6617062493271514,-0.09582659576267816,1.2022525948100666,0.11787688199897871,0.5008361416848013,0.09103913010590617,-0.6086073810970369,1.9748971319952469,0.3146757377588648,0.30862960030160497,0.6896207377832941,1.016421757301588,-1.266418095856426,1.3281071760028504,0.7254508704718164,-0.5434530166719816,0.5372327384164823,-2.1185624071096876,1.528448791575439,-0.4545042726906662,0.0,0.0,1.0,0.0,0.0
0.042551568719807045,-0.09582659576267816,-1.5639570057902163,-0.2091498710249827,0.06915620669575011,-0.21688285584929928,0.9970459825029667,0.25914156367018515,-0.25443632354307494,-0.38280640159721047,-0.13958406618152008,1.272890018413847,1.40368931392048,-1.1659083770449954,-0.213256774210438,1.3809235605130437,-1.0262684218413018,-0.6497030499088993,-1.1893980200763812,-0.4545042726906662,0.0,0.0,1.0,0.0,0.0
-0.8300979410970113,-0.09582659576267816,0.7020899405209583,0.27993250637455364,0.975982087003994,-0.39590456556128106,-0.6116812291235341,-0.33540992088250887,0.9649033980983288,-0.7976680027364996,-0.5541864681639271,0.3325063943355631,-1.266418095856426,0.8030512700980408,-0.6894603801057061,-1.1963664982169009,1.1587487275872774,0.5608953214104312,-0.20603162822417717,-0.4545042726906662,0.0,0.0,0.0,1.0,0.0
0.042551568719807045,-0.09582659576267816,-1.1161123945729945,0.5067084402144044,1.5464554222400577,0.12932816354376095,-0.20459519875855636,-1.1915090995073558,-1.2049509397484006,-0.7976680027364996,0.275018335800887,-1.2917925927087455,0.06863560903202695,-0.9033804240925906,1.0482423199875541,0.6292139600501433,-0.17653953039685363,0.7626617166303205,-1.0609179889801132,-0.4545042726906662,0.0,0.0,0.0,1.0,0.0
1.5343557591439694,-0.09582659576267816,0.2874606186693928,0.9841754418260519,0.5354978485853309,0.2581987330751084,-0.8050180318921519,0.18811781682473352,0.32215516539171213,1.5532144037194726,-0.13958406618152008,-1.0353243315964862,0.06863560903202695,0.540523317145636,0.25348334793518795,0.7479049495969169,-0.0423718106950989,-0.7983730253340803,-0.9522041165140405,1.5395084845430351,0.0,1.0,0.0,0.0,0.0
0.042551568719807045,-0.09582659576267816,0.6472910154043204,0.1967708036426985,-0.9720971351758327,0.16532410161876768,-0.9742347089335901,0.3805703682880689,0.5257886144924571,-1.1433860036859074,0.275018335800887,0.16152755359405693,0.06863560903202695,0.9343152465742431,-0.907290795723942,-0.8058680044699397,0.05520471272435914,0.37747132575598724,-0.29992088171760367,0.5425021059261845,0.0,0.0,0.0,1.0,0.0
1.1419599302953858,-0.09582659576267816,0.515511071623094,1.1313258452962425,0.21321838310222055,0.5872254718635966,-0.6982637420565998,0.06510166265634933,0.19389504508133767,-0.5210936019769735,0.275018335800887,-0.1804301278889554,0.06863560903202695,0.8030512700980408,0.24002764607765384,0.09227853114807089,0.6731893610475937,-0.6497030499088993,1.1825410155470255,-0.4545042726906662,1.0,0.0,0.0,0.0,0.0
0.042551568719807045,-0.09582659576267816,-0.3341229804855506,0.20628901426332918,-0.7157031875150147,-0.7812020987455005,0.2025373615100276,-1.1915090995073558,-0.8764351763650187,-0.590237202166855,1.1042231397657012,-1.3772820130794987,0.06863560903202695,-0.6408524711401857,0.6742107638316166,0.17818819977240308,1.3529724742031521,-0.0847571432932111,0.31283003581844304,1.5395084845430351,0.0,1.0,0.0,0.0,0.0
-0.8300979410970113,-0.09582659576267816,-1.2107821432840513,-0.9245347831413334,-0.05149545299033177,0.2797085586867955,-0.7220408476101203,-1.1915090995073558,-1.0261684921374385,-1.039670603401085,1.5188255417481082,-0.4368983890012147,0.06863560903202695,-1.1659083770449954,2.2222814299814555,-0.12249564041275783,2.372647143936489,-0.6497030499088993,0.16952538574952888,1.5395084845430351,0.0,0.0,0.0,1.0,0.0
-0.8300979410970113,-0.09582659576267816,-1.1685905636340725,-0.9245347831413334,-0.6777164817636621,-0.5162857791425433,1.3737115371086952,-1.1915090995073558,-2.2181962393259935,0.6543476012510127,6.079451963554586,1.6148476998968595,1.40368931392048,-1.690964282949805,-1.0245683814001012,2.884342761438845,2.372647143936489,-3.474432582987338,-1.214105718364125,1.5395084845430351,0.0,0.0,0.0,1.0,0.0
